X,Y,tourism,name,addr:street,addr:housenumber,addr:postcode,website,addr:city,information,addr:state,operator,phone,description,wikidata,ele,artwork_type,hiking,wheelchair,name:en,internet_access,opening_hours,wikipedia,artist_name,email,addr:country,start_date,amenity,attraction,direction_south,direction_southwest,direction_northeast,direction_southeast,direction_west,direction_north,smoking,board_type,direction_east,internet_access:fee,direction_northwest,ref,rooms
-73.9519539,40.7446753975452,artwork,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0147506,40.7043402975452,artwork,Netherland Monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.0710263,43.0827528975452,artwork,Nikola Tesla memorial,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-74.171598,43.2256498975452,artwork,Northville Placid Trail Southern Terminus Arch,,,,,,,,,,,,,arch,,,,,,,Pat Purtell and Bill Coffey,,,2014,,,,,,,,,,,,,,,
-73.9900756,40.7354231975452,artwork,Old Union Square,Union Square East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1550646,43.0499023975452,artwork,"One, Two, Three",,,,,,,,,,,,,sculpture,,,,,,,Sol LeWitt,,,,,,,,,,,,,,,,,,
-77.6690297,43.1590686975452,artwork,Paley Studios,,,,,,,,,,"Outside display area for Paley Studios, the Large-scale metal fabrication studio of Sculptor Albert Paley. ",,,Large-scale_public_art_-_Steel,,,,,,,Albert Paley,,,,,,,,,,,,,,,,,,
-73.9917155,40.7268468975452,artwork,Panorama Will Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1340173,43.0381575975452,artwork,Passion of Sacco and Vanzetti,,,,,,,,,,,,,mural,,,,,,,Ben Shahn,,,1967,,,,,,,,,,,,,,,
-74.9680331,43.7148360975452,artwork,Paul Bunyan,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-74.5718986,42.9074751975452,artwork,Poseidon statue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0764928,40.6467854975452,artwork,Postcards,,,,,,,,,,,Q530301,,,,,,,,en:Postcards (memorial),,,,2004,,,,,,,,,,,,,,,
-73.9785783,40.7587051975452,artwork,Prometheus,,,,https://www.rockefellercenter.com/art-and-history/art/prometheus/,,,,,,,Q17182277,,sculpture,,,,,,en:Prometheus (Manship),,,,,,,,,,,,,,,,,,,
-73.8724447,40.7422926975452,artwork,Queens Mural,,,,,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9622465,40.8090110975452,artwork,Reclining Woman,,,,,,,,,,,,,,,,,,,,Henry Moore,,,,,,,,,,,,,,,,,,
-74.0103999,40.7089073975452,artwork,Red Cube,,,,,,,,,,,Q442628,,sculpture,,,,,,en:Isamu Noguchi,Isamu Nogushi,,,,,,,,,,,,,,,,,,
-74.0183261,40.6787506975452,artwork,Red Hook,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9061643,40.8306415975452,artwork,Renaissance Youth Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9818872,40.7735488975452,artwork,Richard Tucker,,,,https://www.nycgovparks.org/parks/richard-tucker-square/monuments,,,,,,,,,statue,,,,,,,Milton Hebald,,,,,,,,,,,,,,,,,,
-73.8703767,41.1572100975452,artwork,River Arch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9725659,40.7701930975452,artwork,Robert Burns,,,,,,,,,,,Q18009187,,statue,,,,,,en:Robert Burns (Steell),John Steell,,,1880,,,,,,,,,,,,,,,
-73.8861899,40.5639266975452,artwork,Rockaway Artists Alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8420999,40.7474020975452,artwork,Rocket Thrower,,,,,,,,,,,Q7355143,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-77.789298,42.2542301975452,artwork,Rock Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9687205,40.7804752975452,artwork,Romeo and Juliet,,,,,,,,,,,Q17984848,,statue,,,,,,,Milton Hebald,,,,,,,,,,,,,,,,,,
-73.9781707,40.6845521975452,artwork,Rose,,,,,,,,,,,,,streetart,,,,,,,,,,,,,,,,,,,,,,,,,
-78.6184081,42.7678863975452,artwork,Roycroft Renaissance Monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7587036,42.6502252975452,artwork,Salem 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.967435,40.7724831975452,artwork,Samuel F. B. Morse,,,,http://www.centralparknyc.org/things-to-see-and-do/attractions/samuel-morse.html,,,,,,,Q18156951,,statue,,,,,,en:Samuel Finley Breese Morse (sculpture),,,,,,,,,,,,,,,,,,,
-74.0623374,41.4184338975452,artwork,Schunnemunk Fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.272467,42.0287041975452,artwork,Sculpture Display Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0591778,41.4312108975452,artwork,Sea Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8175552,40.8195886975452,artwork,Shamrock,East Tremont Avenue,4028,10465,,Bronx,,NY,,,,,,streetart,,,,,,,,,,,,,,,,,,,,,,,,,
-78.8782688,42.8782204975452,artwork,Shark Girl,,,,https://twitter.com/sharkgirlbflo,,,,,,,,,,,,,,,,Casey Riordan Millard,,,,,,,,,,,,,,,,,,
-73.9298867,40.8564265975452,artwork,Sidewalk Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0183056,40.7088681975452,artwork,Sitting Stance,,,,,,,,,,,,,,,,,,,,Richard Artschwager,,,1998,,,,,,,,,,,,,,,
-73.9958068,40.7500360975452,artwork,SLA 307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4126669,41.2769060975452,artwork,slanted barn,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9697507,40.7724644975452,artwork,Snow Babies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6929148,43.0559493975452,artwork,Solar Sunflower,,,,,,,,,,,,,sculpture,,,,,,,SmartFlower,,,,,,,,,,,,,,,,,,
-73.8463826,40.7487528975452,artwork,Souls in Flight: Arthur Ashe Memorial,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9826949,40.7184646975452,artwork,Spoke art gallery,,,,,,,,,,,,,,,,Spoke art gallery,,,,,,,,,,,,,,,,,,,,,,
-73.9728127,40.7432746975452,artwork,Spot,,,,http://www.donaldlipski.net/spot/,,,,,,,,,,,,,,,,Donald Lipski,,,2018,,,,,,,,,,,,,,,
-78.8724971,42.8906423975452,artwork,Squeaky Wheel,Main Street,617,,http://www.squeaky.org/,Buffalo,,NY,,+1-716-884-7172,"Established in 1985, Squeaky Wheel Film & Media Art Center is the only organization in Western NY to offer education, equipment access, and exhibition programming dedicated to exploring film & digital media arts.",,,,,,,,Tu-Sa 12:00-17:00,,,,,1985,cinema,,,,,,,,,,,,,,
-75.8353673,42.9108031975452,artwork,Stacks,,,,,,,,,,,,,,,,,,,,David Harper,,,2006,,,,,,,,,,,,,,,
-73.9053846,42.0306130975452,artwork,Stargon,,,,,,,,,,,,,sculpture,,,,,,,Robert Perless,,,,,,,,,,,,,,,,,,
-78.873189,42.9339949975452,artwork,Statue of David,,,,,,,,,,"Copy of Michelangelo's David in Florence, Italy. Purchased at the Paris Exposition in 1900 and gifted to the City of Buffalo Historical Society by Andrew Langdon.",,,statue,,,,,,,Angelus & Sons,,,,,,,,,,,,,,,,,,
-73.9671952,40.7768223975452,artwork,Still Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.443568,40.7329680975452,artwork,St Kilian Statue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.834509,42.9117348975452,artwork,Stone Quarry Hill Art Park,,,,http://www.stonequarryhillartpark.org/,,,,,,,Q7619012,,,,,,,sunrise-sunset,en:Stone Quarry Hill Art Park,,,,,,,,,,,,,,,,,,,
-77.6691648,43.0843684975452,artwork,Sundial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0092648,40.7075476975452,artwork,Sunken Garden,,,,,,,,,,,,,sculpture,,,,,,,Isamu Noguchi,,,,,,,,,,,,,,,,,,
-73.9676966,40.8005515975452,artwork,"Supermud Pottery Studio, Gallery & Gift Shop",Broadway,2744,10025,,,,,,,,,,,,,"Supermud Pottery Studio, Gallery & Gift Shop",,,,,,,,,,,,,,,,,,,,,,
-76.1327384,43.0366846975452,artwork,Supplicant Persephone,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-72.5346558,40.9915553975452,artwork,Sweet Shoppe,,,,,,,,,,,,,,,,Sweet Shoppe,,,,,,,,,,,,,,,,,,,,,,
-74.012755,40.6792039975452,artwork,Swoon murals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9356731,40.7156193975452,artwork,"TALAS Bookbinding, Archival & Conservation Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8462681,40.7551701975452,artwork,The Big Apple,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7589386,42.6515231975452,artwork,The Cathedral Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8317609,40.7004217975452,artwork,The City Don't Sleep,,,,,,,,,,Only visible from satellite view in OSM. Haven't checked if visible in Google,,,graffiti,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9737447,40.7740560975452,artwork,The Falconer,,,,,,,,,,,Q3793894,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6283938,43.1279944975452,artwork,The Four Muses,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.94559,40.7961379975452,artwork,The Global Angel Wings Project,,,,,,,,,,,,,graffiti,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9852513,40.7546867975452,artwork,The Guardians: Superhero,,,,,,,,Equity Office,,,,,sculpture,,,,,,,Antonio Pio Saracino,,,2013,,,,,,,,,,,,,,,
-74.0164094,40.7030679975452,artwork,The Immigrants,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8639141,40.9307193975452,artwork,The Light of the World,,,,,,,,,,In Memory of The Most Reverend Michael Augustine Corrigan The Archbishop of New York Founder of  St. Joesph's Seminary,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6392955,40.7381003975452,artwork,Theodore Roosevelt Statue,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.3440735,42.8577651975452,artwork,The Owl,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9684393,40.7731439975452,artwork,The Pilgrim,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7599929,42.6512745975452,artwork,The Snake is Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0138892,40.7104974975452,artwork,The Sphere,,,,,,,,,,,Q2164298,,,,yes,,,,en:The Sphere,,,,,,,,,,,,,,,,,,,
-73.9686451,40.7804476975452,artwork,The Tempest,,,,,,,,,,,Q27940684,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0179145,40.7104676975452,artwork,The Upper Room,,,,http://bpca.ny.gov/places/public-art/,,,,,,,,,,,,,,,,Ned Smyth,,,1987,,,,,,,,,,,,,,,
-77.6296254,43.1263506975452,artwork,Think and Be Free,,,,,,,,,,,,,sculpture,,,,,,,Dale Rogers,,,,,,,,,,,,,,,,,,
-73.973245,40.7659280975452,artwork,Thomas Moore,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0592636,41.4204934975452,artwork,Three Legged Buddha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9604846,40.8074855975452,artwork,"Three-Way Piece, No. 1: Points",,,,,,,,,,,Q19759459,,,,,,,,,Henry Moore,,,,,,,,,,,,,,,,,,
-74.0010862,40.7361870975452,artwork,Tiles for America,,,,,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9994536,40.7270859975452,artwork,Time Landscape,,,,,,,,,,,Q7805026,,,,,,,,en:Time Landscape,,,,,,,,,,,,,,,,,,,
-73.982462,40.7720828975452,artwork,Time Sculpture,,,,https://www.nycgovparks.org/parks/dante-park/monuments/1818,,,,,,,,,sculpture,,,,,,,Philip Johnson,,,,clock,,,,,,,,,,,,,,
-74.0029629,40.7127282975452,artwork,"Tony Rosenthal 5 in 1, 1973-74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7606149,42.6494595975452,artwork,Triangles and Arches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7595826,42.6499996975452,artwork,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0028865,40.7144457975452,artwork,Triumph of the Human Spirit,,,,,,,,,,,Q20880848,,sculpture,,,,,,en:Triumph of the Human Spirit,,,,2000,,,,,,,,,,,,,,,
-74.0067978,40.7077153975452,artwork,Two,,,,,,,,LAM Platt Street Hotel LLC,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7594779,42.6509115975452,artwork,Two Lines Oblique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7829466,43.0000497975452,artwork,UB Buffalo,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7510757,42.6412638975452,artwork,U Haul Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0033531,40.6938222975452,artwork,Understanding,,,,,,,,,,,,,sculpture,,yes,,,,,,,,,,,,,,,,,,,,,,,
-73.7619051,42.6494932975452,artwork,Untitled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7606045,42.6507577975452,artwork,Verge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9722858,40.7727282975452,artwork,Victor Herbert,,,,,,,,,,,Q18157358,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7833536,40.6427862975452,artwork,Voice of Tomorrow,,,,,,,,,,,,,sculpture,,,,,,,,,,2014,,,,,,,,,,,,,,,
-76.1401585,43.0518885975452,artwork,Waiting for the Night Train,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9723395,40.7701407975452,artwork,Walter Scott,,,,,,,,,,,Q18157039,,statue,,,,,,en:Sir Walter Scott (sculpture),John Steell,,,1872,,,,,,,,,,,,,,,
-73.7084074,42.7838163975452,artwork,Water Turbine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0679593,41.4160281975452,artwork,Wave Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0054637,40.7201076975452,artwork,We Are the World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.0550737,42.1433244975452,artwork,West End Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9696485,40.7798691975452,artwork,Whisper Bench,,,,http://www.centralparknyc.org/things-to-see-and-do/attractions/charles-stover-bench.html,,,,,,,,,,,,,,,,,,,1936,,,,,,,,,,,,,,,
-73.7593277,42.6520005975452,artwork,Wild Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7809559,40.8552041975452,artwork,Wilhelm Tell,Wilhelm Tell Square,1291,,,"Rat Island, Bronx",,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9723702,40.7697989975452,artwork,William Shakespeare,,,,,,,,,,,Q17194246,,statue,,,,,,en:William Shakespeare (Ward),John Quincy Adams Ward,,,1872,,,,,,,,,,,,,,,
-73.9730507,40.7648006975452,artwork,William Tecumseh Sherman,,,,,,,,,,,Q18159288,,equestrian_statue,,,,,,,,,,,,,,,,,,,,,,,,,
-75.8546556,42.9282135975452,artwork,Willow Sculpture,,,,http://elizabethschoonmaker.blogspot.com/2013/09/laundry-basket.html,,,,,,,,,sculpture,,,,,,,Elizabeth Schoonmaker,,,2013-09-28,,,,,,,,,,,,,,,
-74.3758254,41.2397644975452,artwork,Wine and Design Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1061162,40.6183334975452,artwork,Wingdale,,,,https://www.nycgovparks.org/parks/major-mark-park/monuments/1850,,,,,,,,,sculpture,,,,,,,Roger Bolomey,,,1971,,,,,,,,,,,,,,,
-73.9147007,42.0199114975452,artwork,Wishbone,,,,,,,,,,,,,sculpture,,,,,,,Mark Handforth,,,,,,,,,,,,,,,,,,
-73.7599715,42.6509017975452,artwork,Yellow Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9813076,40.7617344975452,artwork,Young Elephant (1985),,,,,,,,,,,,,sculpture,,,,,,,Barry Flanagan,,,,,,,,,,,,,,,,,,
-73.863366,40.8321187975452,artwork,,Leland Avenue,,,,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8469738,40.6734592975452,artwork,,,,,https://www.mnlandscape.com/projects/sunrise_yard_dot_maintenance_facility,,,,,,,,,mural,,,,,,,Samm Kunce,,,,,,,,,,,,,,,,,,
-77.9076683,42.7350938975452,artwork,,,,,,,,,,,big chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0156013,40.7181278975452,artwork,,,,,,,,,,,,Q1772326,,,,,,,,en:Tom Otterness,Tom Otterness,,,,,,,,,,,,,,,,,,
-74.01,41.4986111975452,artwork,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6025377,43.1540456975452,artwork,,,,,,,,,,,,,,architecture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7319187,40.6740195975452,artwork,,,,,,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9845484,40.7404273975452,artwork,,,,,,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9182555,40.7606923975452,artwork,,,,,,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9092107,40.7701320975452,artwork,,,,,,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9092885,40.7703859975452,artwork,,,,,,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,
-73.951066,40.7923808975452,artwork,,,,,,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9512309,40.7921529975452,artwork,,,,,,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8215293,40.5837832975452,artwork,,,,,,,,,,,,,,painting,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9910983,40.7351440975452,artwork,,,,,,,,,,,,,,plaque,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9911276,40.7351992975452,artwork,,,,,,,,,,,,,,plaque,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9911543,40.7353050975452,artwork,,,,,,,,,,,,,,plaque,,,,,,,,,,,,,,,,,,,,,,,,,
-72.8695447,40.7410367975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9500915,40.5836728975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9770872,40.5784733975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9824572,40.5878405975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6621102,40.6860466975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6544665,40.6956699975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9700839,40.6738671975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.965137,40.6910823975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9687919,40.7491495975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.1285816,40.9190665975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9796441,40.7613635975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9793636,40.7617457975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9479182,40.8090108975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7373906,40.9531036975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0189106,40.6882503975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0192551,40.6891916975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0173491,40.7037971975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9095411,42.0209708975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-78.8836956,42.8704826975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1412341,43.2477361975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6796288,43.0837226975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6682285,43.0875918975452,artwork,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7824077,43.0790201975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,clock,,,,,,,,,,,,,,
-73.8962908,40.8939943975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8987791,40.9322158975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8993194,40.9353205975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8841014,40.9868284975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8835083,40.9954025975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9211307,41.7003120975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4496109,41.4416703975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4496974,41.4417015975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7823681,43.0789973975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7824155,43.0789847975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7823595,43.0790350975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7823983,43.0790586975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7828303,43.0790790975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7829175,43.0790895975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7648375,42.8841408975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1382177,43.0420215975452,artwork,,,,,,,,,,,,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0164972,40.6259726975452,artwork,,,,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9516068,40.5833429975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6715946,40.7003352975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7912236,40.7174297975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9648379,40.6904594975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9651966,40.6912877975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9651697,40.6914868975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9653927,40.6917320975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.994435,40.7139692975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9901281,40.7165547975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9857841,40.7213324975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9900004,40.7222725975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9838341,40.7292262975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.1169272,40.8230335975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.1167502,40.8233338975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.1218827,40.8326742975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9691197,40.7500941975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.971005,40.7511584975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9725134,40.7515654975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9845544,40.7669673975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9794091,40.7837563975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9394211,40.7978432975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9100673,40.8438921975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8985365,40.9315046975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0165919,40.6887446975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.01743,40.6891920975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0138867,40.7026715975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0142669,40.7030673975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0078274,40.7075375975452,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
